puissance_crete;surface;pente;pente_optimum;orientation;orientation_optimum;installateur;production_pvgis;lat;lon;postal_code
3075;20;25;35;55;2;Pienergies;3186;45.27;5.54;38210
2520;20;25;36;45;-8;KBE;2569;45.24;5.85;38330
3000;20;15;36;-60;-2;Solartec;3173;45.97;4.79;1600
500;3;30;36;45;-1;Personelle;543;45.52;4.61;42800
3600;22;0;36;Sud;2;Moi ;3706;45.52;4.87;38200
2975;14;25;36;90;1;6nergies;2918;45.58;5.37;38300
3600;20;20;37;35;1;monkitsolaire;4125;45.92;4.95;1390
2880;25;20;35;Sud;-1;SARL Prenergy;3299;45.61;5.18;38090
3000;21;25;37;-45;-4;MJ Energies;3198;46.03;3.94;42370
8700;50;30;36;-100;0;Eco energie systemes;7639;45.97;4.33;69550
1095;5;25;37;20;0;Edouard;1315;45.47;4.81;38121
6000;32;15;36;180;1;PROTEC ENERGY;5102;46.11;4.95;1400
2590;21;20;36;-90;1;COBSOLAIRE ;2575;45.61;5.14;38090
7840;45;90;36;25;-2;Scientec;5726;45.47;4.52;42400
3000;35;15;37;-30;-3;ENEOPRO;3298;45.60;4.06;42600
3240;12;25;37;-45;-9;TOIT SOLAIRE MONTPELLIER;3759;45.19;5.68;38600
6000;33;20;37;-45;-6;Lumensol;6714;45.21;5.75;38700
3000;16;20;35;-75;-4;solair confort;2935;45.42;4.31;42230
2970;15;35;36;30;-8;EDF ENR;3378;45.41;4.72;42410
990;5;20;36;Sud;2;"Moi-m&amp;ecirc;me";1121;46.19;5.16;1310
2500;20;15;36;Sud;0;Eco systeme;2789;45.58;5.60;38490
1800;10;35;35;-40;-6;World Energy;2055;45.09;5.68;38760
2880;15;10;37;45;1;Protec Energy;3111;45.86;4.91;1700
1700;16;30;36;Sud;-23;ne sais pas encore;1760;45.43;6.08;38580
9450;34;40;37;45;1;Ecologis;10522;45.69;5.43;38510
1600;25;30;37;-120;-3;"Moi m&amp;ecirc;me ";1298;45.85;3.83;42430
2480;13;20;34;25;1;autoconstruction;2591;45.11;5.80;38410
3410;18;30;37;45;-29;aRteis Solaire;3275;45.20;5.66;38360
2970;15;15;36;30;-5;EDF ENR;3311;45.40;4.72;42410
6300;35;35;36;45;0;AGPG;7211;45.25;5.77;38700
2500;20;15;36;Sud;1;Eco systeme;2790;45.58;5.60;38490
6000;32;35;36;45;2;Dimeo Energie;6584;46.24;5.26;1440
2590;30;25;37;Sud;-1;AB Energy;3042;45.74;4.68;69290
3000;20;20;36;60;0;PRIVE;3174;45.95;4.69;69480
9000;60;30;36;-10;2;Solartec;10318;46.33;5.19;1340
3000;15;35;35;90;-6;FRANCE ECO SOLAIRE;2712;45.09;5.68;38760
600;24;15;36;45;2;Energia puis actenergie ;653;45.60;4.78;69520
560;3;35;37;Sud;0;Moi;689;45.46;4.84;38121
3000;18;35;36;Sud;-3;Sweetcom ;3513;45.39;4.06;42380
2835;14;25;36;5;2;A2energie;3337;45.60;5.17;38090
2940;24;40;36;-50;1;"Pic-m &amp;eacute;nergie ";3229;45.52;5.25;38300
2970;15;25;36;Sud;1;mois meme;3427;45.52;5.45;38110
2400;15;20;36;-165;-1;Perso;1901;45.44;4.11;42380
3000;17;15;37;-45;-1;ENERGIC;3282;45.71;4.81;69600
9000;50;45;37;-90;1;6Nergies;7965;45.76;5.76;1300
1960;10;45;37;Sud;-2;bibi;2445;44.87;5.65;38650
2940;20;15;37;10;-2;ERDS 69440 MORNANT;3250;45.84;4.62;69210
7410;50;15;36;45;-6;"WATT &amp;amp; HOME ";7926;45.14;5.71;38130
600;3;20;36;30;0;moi;685;45.60;4.83;69360
3960;20;25;36;-20;-2;EDF ENR;4771;45.32;4.77;38550
2940;20;30;36;45;0;TENESOL;3328;45.60;4.83;69360
3000;23;40;36;20;5;PIENERGIES;3521;45.29;5.63;38340
2880;20;15;36;-180;-6;MERCIER;2304;45.43;6.02;38530
10494;60;25;36;Sud;1;"solaire  &amp;eacute;nergies syst&amp;egrave;mes";12282;45.55;5.26;38300
2700;17;10;37;-15;1;"moi m&amp;egrave;me";2969;45.89;4.83;69730
5400;20;20;37;-65;1;Protecenergy;5745;45.89;4.92;1390
3220;20;30;37;45;-1;Solaire Direct;3561;45.36;5.59;38500
3072;24;30;36;-20;1;CERMELEC;3409;45.15;5.83;38410
2400;13;30;36;Sud;1;auto-construction;2895;45.49;5.29;38300
520;3;45;37;-180;0;EFI;272;45.55;4.71;69700
3000;17;30;36;45;-1;GSE confort;3346;45.60;4.79;69520
7000;30;20;37;-90;0;Artemis Concept;6920;46.02;4.83;1480
3080;20;35;37;15;1;LEPARGNEUR;3697;45.70;4.97;69800
2220;20;30;37;-45;0;Sweetaire;2454;45.34;5.57;38430
1800;13;15;37;-90;0;BCH;1785;46.07;4.76;1090
5100;45;30;35;-100;2;EDF OA;4557;45.46;5.60;38620
3000;160;20;37;-45;-1;ECORENOVE;3165;46.16;4.12;42190
3000;17;45;34;45;3;avenir energies;3026;45.11;5.81;38410
4130;80;15;36;-45;3;AVENIR SOLUTIONS ENERGIE;4380;45.95;5.36;1500
4800;26;25;34;40;-2;Autoconstruction;4716;45.36;6.04;38830
4900;40;45;36;10;3;bio sol air energie alexandre dode;5878;44.96;5.74;38770
5775;37;45;36;45;2;"Andr&amp;eacute;a Energy et AFC climatisation";6420;45.76;5.17;38230
141;50;20;36;Sud;1;123solaire;163;45.90;5.20;1800
3000;16;35;36;-5;2;Moi;3374;45.15;5.84;38410
9100;48;20;36;30;0;Eneopro;10220;46.12;4.81;1140
1050;12;30;36;90;0;GECO SYSTEME;1014;45.39;5.28;38260
920;6;45;36;Sud;0;kit;1051;45.52;4.64;42800
1400;22;25;36;55;-2;energic solaire;1484;45.56;4.27;42340
2880;120;30;34;Sud;-4;"Soleil en t&amp;ecirc;te";2949;45.30;5.99;38570
600;3;20;37;75;1;Sorel;625;45.83;4.76;69760
3360;16;25;36;15;5;CPAE;3916;45.29;5.63;38340
1860;16;45;35;Sud;12;100% sol air;2185;45.00;5.79;38220
9100;46;20;36;85;1;artemis concept;8901;45.90;4.11;42590
1050;16;25;37;Sud;-3;R.Confort;1216;45.61;4.08;42600
2280;21;20;36;20;-2;sun elec;2524;45.56;4.37;42330
2996;17;20;37;-90;-2;FL Energie;2844;46.03;4.01;42155
4500;25;35;35;5;1;auto-installation;5040;45.18;5.87;38420
6000;34;20;37;-60;-2;Isowatt;6440;45.74;4.75;69340
3000;18;15;36;45;0;Sol Air Confort;3301;45.69;4.89;69200
8820;61;20;37;20;-1;Moi meme;9882;45.85;4.61;69210
2340;12;20;37;45;-3;Moi;2567;45.20;5.76;38240
2534;15;35;37;Sud;0;Moi-meme;2973;45.34;5.58;38430
2400;32;20;34;Sud;2;Moi;2533;45.38;4.30;42500
3550;17;30;36;Sud;1;"confort solution &amp;eacute;nergie";3975;46.08;4.34;69240
3750;19;20;37;60;0;perso;4037;45.76;4.77;69160
432;20;15;36;-180;1;enedis;369;45.58;5.40;38110
2996;18;25;34;30;-3;Brun-Staron;3082;45.43;4.41;42100
5200;14;15;35;-90;-1;my sun by cap sud;5196;45.61;5.18;38090
6000;29;20;37;20;0;Rhone solaire pro;7194;45.38;5.04;38270
35700;235;30;36;-5;3;Solartec;41399;46.20;5.19;1000
2960;20;30;37;30;0;solar;3408;45.88;4.79;69650
2745;15;30;36;30;-4;unknown;3051;46.21;5.94;1630
1728;20;5;37;45;-1;Solaire Direct;1730;46.07;4.07;42300
3220;23;20;37;-95;0;SONIL;3151;45.83;4.88;69580
2940;23;20;37;-80;-3;solaire Direct / SONIL LYON;2910;45.55;4.59;42800
1122;10;35;38;-45;0;MICHEL Philippe;1265;45.76;5.70;1300
3960;23;45;36;-180;2;edf energie;2031;46.19;5.17;1310
5600;24;15;37;90;0;Pengueen;5616;45.71;4.75;69630
1980;11;40;36;Sud;0;InSunWeTrust;2270;46.40;4.91;1190
6300;31;40;36;45;1;ARTEIS Solaire;6952;45.45;5.54;38850
3000;17;15;37;90;0;SC ELEC;3042;45.45;4.76;38370
1400;6;45;35;Sud;-13;moi meme;1525;45.12;5.52;38112
3330;16;15;36;Sud;1;Moi;3794;45.59;4.80;69360
2400;13;20;36;90;0;MAISON INNOVANTE;2353;45.54;5.47;38110
2250;11;30;37;-45;-1;"Moi m&amp;amp;ecirc;me ";2529;45.73;4.65;69670
10500;40;35;35;50;2;ISOWATT;11385;44.87;5.84;38350
1100;6;20;37;Sud;-1;DIY;1270;45.72;4.71;69126
2835;15;15;36;Sud;0;edf enr;3221;45.60;4.81;69360
2200;14;45;36;-180;1;particulier;1155;45.56;5.26;38300
9000;50;50;36;-75;-2;Energisol;8722;45.52;4.90;38200
6000;40;45;37;Sud;-2;Lumensol;7151;45.39;5.50;38140
1800;9;30;36;Sud;-2;chouzy pagnon;2057;45.77;4.36;69770
4440;20;35;36;90;2;Ronger;4170;46.34;5.12;1340
2996;22;35;36;20;0;Cermelec energie;3341;45.15;5.83;38410
4000;14;30;37;Sud;1;DIY;4776;45.87;4.84;69250
700;3;60;34;-45;-2;perso;673;45.38;4.44;42660
1980;18;45;33;Sud;2;HABITAT CONSEIL ENERGIE;2245;45.58;5.26;38300
2960;25;25;36;60;-1;"Whatt&amp;amp;Home";3160;45.39;5.35;38260
904;16;15;36;45;0;Rhone Solaire;971;46.17;4.80;1140
3000;23;20;36;Sud;1;Soleil Energie;3473;45.53;5.29;38300
1980;25;15;36;-20;1;BEEE Villeurbanne;2189;46.11;4.78;1090
3000;10;15;37;180;0;AB SERVICE;2657;45.38;5.03;38270
2280;15;30;36;30;1;Moi;2626;46.11;4.96;1400
2640;9;35;36;Sud;1;enr edf;3244;45.48;4.94;38780
6000;32;20;36;90;1;Futures Solutions Cartaillier;6057;45.58;4.90;38200
3000;12;15;37;45;-1;Photen ;3363;45.36;4.70;42520
4560;40;30;37;-180;0;Sweetair;3113;45.62;5.50;38110
6000;31;30;34;-35;6;isowatt;6331;45.20;5.47;38470
6500;43;25;36;45;0;Mysun;7203;45.59;5.52;38110
0;12;15;;Sud;;DOMUNEO;0;46.11;4.71;69220
2400;16;40;37;Sud;-2;SOLAIRE ENERGIE SYSTEM;2877;45.39;5.50;38140
3000;16;20;36;40;-3;ARTEIS SOLAIRE;3074;45.45;4.42;42650
2970;15;30;36;-5;-1;wattethome;3522;45.39;5.26;38260
2640;14;30;36;5;1;moi;3097;46.11;4.95;1400
6120;32;20;36;15;-1;ARTEMIS CONSEIL;6900;45.78;4.61;69210
1620;14;35;37;-145;0;moi;1125;45.67;4.94;69780
3600;21;25;36;90;2;VIVAENERGIE;3544;46.09;5.12;1240
5760;29;15;37;45;1;VOLTALIA;6322;45.90;4.82;1600
9075;55;25;36;45;-4;Confort Solution Energie;9745;45.80;4.42;69770
3200;15;35;37;-30;0;Moi meme;3713;46.28;6.05;1170
2870;14;35;37;45;6;PIENERGIES;3269;45.23;5.68;38120
3000;18;15;38;-180;-8;Moi-Meme;2542;45.21;5.74;38700
2920;15;45;37;-45;-16;perso;4270;45.35;5.93;38660
2700;16;20;37;Sud;1;Viva Energie;3158;45.71;4.97;69740
730;3;30;36;Sud;0;Moi;875;45.65;4.94;69780
2400;10;40;36;-10;1;moi;2693;45.15;5.83;38410
2790;16;45;36;-45;3;moi;3028;45.77;4.84;69006
3500;18;30;35;Sud;2;Comte Elec;4111;45.52;5.35;38300
6000;20;35;36;Sud;-2;ABC Energie;6668;45.50;4.58;42420
9000;59;15;35;-90;-6;MYSUN;9102;45.09;5.68;38760
11100;60;20;36;-45;1;"moi m&amp;amp;ecirc;me";12622;45.48;5.10;38440
6240;30;30;36;90;3;-;5978;45.70;5.57;1300
6000;32;30;36;90;3;Solak energie;5921;45.55;4.98;38780
2500;10;30;37;-45;0;"&amp;Eacute;nergie habitat ";2898;45.37;4.79;38550
4020;17;30;36;-10;-2;ARTEIS;4752;45.63;4.84;69360
300;5;15;36;Sud;1;Plomberie;338;45.61;5.24;38080
2000;13;20;36;30;1;MEDIA SYSTEME 1BLD ONFROY 13008 MARSEILLE;2290;45.50;5.18;38440
660;12;15;36;-45;1;JP ELEC;719;45.60;5.22;38080
3200;17;40;36;-90;1;PROTEC ENERGY;2906;46.21;4.94;1290
8400;70;30;37;90;0;Sol Air Confort;8089;45.64;4.78;69390
2100;14;30;37;Sud;-1;bp69;2476;45.88;4.77;69380
1520;7;30;36;45;-3;sans objet;1650;45.48;4.09;42560
2625;7;15;37;-45;0;ENR;2882;45.73;4.89;69500
7200;200;45;35;Sud;1;PIE;8079;45.46;4.34;42390
4800;22;30;35;Sud;-5;Photen;5199;45.48;4.37;42270
2940;23;30;37;90;0;GEOCAPT;2841;45.71;4.75;69630
6000;36;30;37;45;1;Isowatt;6840;45.72;5.10;69124
1400;10;15;36;180;-4;Sunwatt;1162;45.67;4.38;69610
2640;14;30;36;Sud;-1;EDF;3009;45.81;4.59;69210
2400;100;30;36;-135;-2;moi;1805;45.41;4.27;42240
5180;24;30;36;15;-1;"Watt &amp;amp; home";6046;45.19;5.31;38160
3240;16;20;37;10;0;"Moi m&amp;amp;ecirc;me";3745;45.71;4.75;69630
2625;13;20;37;-5;0;EDF ENR;3061;45.80;4.83;69009
3120;15;20;37;-5;1;moi;3632;45.80;5.05;69330
2160;20;20;36;-110;-2;sweetair;1990;45.10;5.24;38840
1480;12;30;37;Sud;-2;Sol Air Confort 42240 UNIEUX;1716;45.67;4.29;42210
1320;16;45;37;-140;-2;XXX;821;45.36;5.57;38500
6375;32;35;37;45;-15;ARTEMIS CONCEPT;6340;45.36;5.95;38660
3120;15;30;37;-45;0;Moi;3450;45.90;4.77;69650
3000;16;30;37;Sud;0;Rhone Dolaire Pro;3590;45.77;4.90;69100
3200;16;35;36;Sud;1;moi meme;3683;46.42;4.96;1190
2880;15;20;36;15;0;Lumensol;3278;45.17;5.33;38160
5920;36;20;37;-60;-1;"Abeylle &amp;eacute;lectricit&amp;eacute; ";6348;45.73;4.71;69126
2960;14;30;36;Sud;-1;AUTO-CONSTRUCTION;3303;45.97;4.33;69550
2928;19;20;36;35;-3;Rhone alpes ENR;3017;45.48;4.42;42350
3000;14;25;37;-30;-3;WATT et HOME;3355;45.21;5.80;38240
480;15;15;37;45;1;EDF ENR;530;45.84;4.86;69270
6000;16;45;36;Sud;1;EDF ENR;7195;45.61;5.01;38540
9000;43;15;37;-20;-3;EDF ENR;10184;45.21;5.77;38240
3000;15;25;36;-45;1;Moi;3352;45.53;5.29;38300
3300;18;15;37;-180;0;OPEN ENERGIE;2790;45.74;5.66;1300
2400;10;35;35;Sud;-4;DiY;2856;45.42;5.31;38260
5920;32;40;37;-90;-6;in sun we trust;5421;45.40;5.97;38530
2870;10;20;37;-50;-1;courant naturel;3104;45.83;4.64;69210
6520;34;45;38;40;-6;Eco Solar Pro;7372;45.30;5.87;38660
8910;50;30;37;-45;1;Moi;9930;45.68;5.47;38510
3000;20;35;36;-45;1;easolaire;3311;45.96;5.31;1500
6000;30;30;37;Sud;0;"Art&amp;eacute;mis concept";7018;45.93;4.78;1600
2960;15;30;35;45;0;moi;3116;45.39;4.29;42700
3000;12;15;29;40;-11;AGPG;2895;45.14;5.75;38320
4800;23;30;36;30;0;SOLAIRALP;5113;45.40;5.73;38380
3240;24;30;36;-45;0;lumensol;3505;45.50;4.30;42480
5865;29;15;36;-180;-9;energieplus;4846;46.12;4.60;69430
3000;14;35;30;-45;0;Moi;2687;45.08;5.89;38220
3000;15;25;37;Sud;-1;aroled;3461;45.96;4.65;69400
3200;50;40;37;180;-1;protec;1810;45.96;4.65;69400
9000;45;20;37;100;2;COLLINET;8721;45.81;5.15;1800
3000;15;20;36;30;-3;"Fauch&amp;amp;amp;eacute;";3140;45.46;4.49;42400
1760;15;35;36;15;1;A;2110;45.58;4.87;38200
3000;18;20;36;100;1;Air Confort;2933;45.62;5.07;38540
2940;240;45;37;Sud;0;CG2F;3470;45.64;4.78;69390
6640;32;20;37;90;0;Courant Naturel;6628;45.64;4.80;69390
3200;14;40;36;60;-2;MICHEL;3285;45.57;4.29;42340
2940;23;20;37;90;0;123 solaire;3003;45.44;4.78;38370
3000;17;30;35;-10;-13;"moi-m&amp;ecirc;me";3381;45.67;5.67;1300
1080;12;35;37;-180;0;Moi meme;694;45.42;4.88;38150
1320;2;20;37;Sud;-1;Moi;1524;45.75;4.70;69290
9000;30;35;37;-50;-14;Domosolaris;9661;45.36;5.95;38660
4200;21;35;37;-45;-2;sogelec;4749;45.21;5.78;38240
7500;35;30;36;Sud;0;SOLELY;8837;45.59;5.47;38110
4000;20;25;35;-5;-3;auto installation;4550;45.96;4.61;69640
6750;34;15;36;Sud;1;EDF ENR;7576;45.68;5.37;38460
800;4;25;37;5;-12;Autoinstall;938;45.10;5.67;38760
7500;31;20;36;-15;-3;Rhone solaire pro;8619;45.76;4.65;69290
7500;35;25;36;Sud;-5;"Rh&amp;ocirc;ne solaire Pro";8541;45.89;4.49;69490
3160;15;15;36;20;-1;Moi-meme;3456;45.73;4.46;69930
2000;28;35;37;-115;-2;solar industrie;1650;45.36;5.57;38500
6000;32;15;37;Sud;-1;Karawatt;6638;46.11;4.72;69220
3200;15;40;37;Sud;-1;Myself;3817;45.73;4.67;69670
4500;22;20;37;70;1;"Moi-m&amp;amp;ecirc;me";4792;45.78;4.99;69330
6000;32;30;36;10;0;ISOWATT;6937;46.18;5.97;1630
1620;8;35;36;45;1;moi;1852;45.51;4.87;38200
6000;28;25;37;Sud;0;Futures Solutions Energies;7030;45.69;4.79;69230
790;4;30;36;Sud;-5;moi;1153;46.01;3.93;42370
3000;15;30;37;30;-3;Domosolaris;3477;45.25;5.84;38330
6090;42;20;37;20;-1;FL energie;7032;45.50;4.74;69420
7500;39;20;37;45;-2;Geoclim Loire;8173;45.63;4.24;42210
0;30;30;;Sud;;CS ENERGIE;0;45.19;5.68;38600
4860;20;35;36;45;-3;MM;5132;45.21;5.40;38470
2400;16;15;37;-45;0;soleil et climat;2642;45.59;4.82;69360
6000;32;20;36;-180;1;Isowatt;4750;45.76;5.41;38390
1000;7;25;36;45;1;tryba energie;1111;46.14;4.89;1400
800;4;15;36;90;1;Sunology;796;45.56;5.45;38110
2000;20;5;37;45;1;NED Energie;2108;45.76;4.92;69120
3200;40;15;36;Sud;-5;artemis ;3518;45.87;4.62;69380
2500;20;25;36;-45;-4;asf acces solaire;2785;45.83;4.65;69210
3600;17;35;37;-15;-4;Auto construction;4245;46.28;6.01;1170
1480;14;40;34;-45;-17;watt et home;1531;45.13;5.58;38250
2280;11;35;37;-20;-1;moi meme;2630;45.89;4.62;69380
1640;8;35;36;Sud;-11;Moi;1868;46.20;4.64;69820
2970;24;30;37;45;-7;Euroconfort;3112;45.28;5.89;38920
5850;35;15;36;-60;3;AEC;6288;45.50;4.86;38200
2960;15;35;37;Sud;-2;NC;3476;45.33;5.42;38140
9000;47;15;36;10;0;Pienergies;10242;45.27;5.65;38340
300;2;45;37;-45;0;perso;333;45.79;4.78;69130
2700;20;25;37;-90;-2;"Entrprise ferm&amp;eacute;e";2622;45.55;4.18;42450
960;10;30;36;Sud;0;Null;1102;46.35;4.90;1570
2500;17;15;36;Sud;0;Ecorenove;2734;46.30;4.84;1750
2400;9;35;31;-180;-14;And970;1546;44.82;5.83;38710
5250;40;25;36;-180;-8;Moi;3924;45.13;6.02;38114
4560;24;35;36;Sud;2;Sadeja;5302;46.17;5.28;1250
1320;12;30;37;-120;-3;EDF ENR;1102;45.61;4.50;69590
1500;7;20;36;65;2;Moi;1598;45.88;5.31;1150
3000;15;25;36;15;0;Artemis concept;3500;45.73;4.75;69340
1140;3;35;37;Sud;0;personnel;1405;45.38;4.77;38550
1440;24;30;37;Sud;1;Lepargneur ;1731;45.74;4.98;69680
1620;10;30;36;Sud;0;particulier;1894;45.54;5.47;38110
2940;20;45;37;Sud;-1;SOLAIRE DIRECT;3437;45.88;4.71;69380
1712;12;30;36;Sud;0;Particulier ;2051;45.47;5.31;38690
768;20;25;36;5;1;photowatt;883;46.21;4.95;1540
4500;36;20;36;180;-1;Test;3647;45.50;4.80;69420
6000;23;30;37;45;1;moi;6846;45.77;5.00;69330
2920;16;20;36;45;-2;cpae solaire;3185;45.49;5.56;38850
3080;15;20;36;80;1;auto installation;3209;45.60;4.99;38540
1520;7;30;35;Sud;-5;auto;1628;45.47;4.54;42400
5000;36;45;37;90;-1;Ecorenov;4428;46.15;4.72;69220
2850;16;45;37;60;-2;moi;2947;45.73;4.21;42110
460;4;35;36;-10;1;Personnel;544;45.62;5.24;38080
2970;18;20;37;Sud;-2;"Soleil en t&amp;ecirc;te ";3462;45.22;5.78;38240
4800;20;35;36;45;7;Perma Batteries;5379;46.17;5.84;1200
21620;139;5;37;90;0;Billon SAS;22045;45.74;4.86;69008
3000;17;15;36;-5;0;maison innovante;3319;46.22;4.88;1290
0;22;30;;Sud;;a+energie;0;45.59;5.22;38080
3000;12;35;37;-15;0;maison solaire voltavia;3541;45.69;4.79;69230
6000;29;5;36;-90;1;FSE;5890;46.42;4.96;1190
2430;8;45;37;Sud;-1;non;2878;45.75;4.70;69290
2940;23;20;37;80;0;SOPAC TOUTENSOLEIL;2971;45.86;4.74;69380
1800;20;30;37;30;-10;ARTEIS-SOLAIRE;1920;45.43;6.00;38530
750;3;10;32;45;4;Aucun;741;45.19;5.81;38420
3000;14;35;36;Sud;-2;CAPECO INSTAL;3332;45.50;4.57;42420
6000;30;15;36;-180;-2;isowatt;5086;45.68;4.77;69530
1220;15;35;36;-120;-2;EVASOL;961;45.52;4.25;42160
1600;7;30;36;Sud;-4;diy;1760;45.39;5.69;38380
6000;32;30;37;90;-2;"Fauch&amp;eacute; ";5694;45.66;4.21;42210
4000;18;25;37;Sud;0;Nous;4674;46.02;4.79;1480
3000;23;40;35;130;-1;groupe free energie;2025;45.42;4.40;42100
400;2;40;32;40;13;auto;417;45.08;5.79;38220
880;8;30;36;10;1;auto;1003;46.49;4.97;1190
7500;40;20;37;-85;0;tecwatt;7469;46.07;4.75;1090
300;2;15;37;-25;0;moi meme;337;45.78;4.88;69100
750;4;45;34;-45;-2;moi;751;45.41;4.38;42100
6720;32;35;37;130;-4;cap eco energy;4892;45.58;4.07;42600
4000;17;35;37;Sud;1;self;4833;45.83;4.94;1700
